provincia,departamento,nombre,tematica_principal,tipo_de_gestion,mes_de_realizacion,duracion_dias,cantidad_aprox_de_asistentes,tipo_entrada,ultimo_ano_de_realizacion,mes_num
Santa Fe,Rosario,Vigilia por Malvinas,Cívico / Histórica,Público,Abril,1,4000,Gratuita,2022,4.0
Santa Fe,General Lopez,La Peña de Nico,Tradicionales,Público,Enero,1,3000,Gratuita,2022,1.0
Santa Fe,General Lopez,Birra Isabel. Festival De La Cerveza Artesanal,Productiva,Público,Enero,1,5000,Gratuita,2022,1.0
Santa Fe,Las Colonias,Fiesta del Verano,Artística,Público,Enero,1,2000,Gratuita,2019,1.0
Santa Fe,Rosario,Reyes,Tradicionales,Público,Enero,1,400,Gratuita,2021,1.0
Santa Fe,Las Colonias,Fiesta Organizada de Pueblo  - Conmemoración de la Primera Comisión Comunal,Cívico / Histórica,Público,Julio,1,700,Gratuita,2022,7.0
Santa Fe,San Jerónimo,1º Campeonato de Asadores a la Estaca.,Cívico / Histórica,Público,Julio,1,4000,Gratuita,2021,7.0
Santa Fe,Constitucion,Motorock,Artística,Mixto,Junio,1,3500,Gratuita,2022,6.0
Santa Fe,Rosario,FESTEJANDO EL 25 DE MAYO,Tradicionales,Privado,Mayo,1,400,Gratuita,2023,5.0
Santa Fe,San Jerónimo,"Festival Interprovincial de Teatro ""Betty Frutos""",Artística,Público,Mayo,2,200,Mixta,2021,5.0
Santa Fe,General Lopez,Fiesta de La Tradición,Tradicionales,Público,Noviembre,1,500,Gratuita,2022,11.0
Santa Fe,General Lopez,Birra Teresa,Gastronómica,Público,Noviembre,1,3000,Gratuita,2021,11.0
Santa Fe,9 de Julio,"Sabores, Musica y Tradicion Logroño",Gastronómica,Público,Noviembre,1,500,Gratuita,2021,11.0
Santa Fe,Rosario,Concurso de Asadores a La Estaca,Cívico / Histórica,Público,Noviembre,1,4000,Gratuita,2022,11.0
Santa Fe,San Jerónimo,Fiesta del Vino y La Cultura Costera,Gastronómica,Público,Noviembre,1,1500,Paga,2021,11.0
Santa Fe,General Lopez,Fiesta del Teatro,Artística,Público,Octubre,3,1000,Gratuita,2022,10.0
Santa Fe,Iriondo,FESTEJOS CIEN AÑOS DE LA CIUDAD,Artística,Público,Octubre,1,55000,Gratuita,2022,10.0
Santa Fe,Las Colonias,Fiesta Aniversario Sa Pereira,Cívico / Histórica,Público,Octubre,1,3000,Gratuita,2021,10.0
Santa Fe,San Martin,Fiesta Anti Mufa,Productiva,Público,Octubre,1,4000,Gratuita,2021,10.0
Santa Fe,Las Colonias,Fiesta de La Familia,Tradicionales,Público,Diciembre,1,900,Gratuita,2021,12.0
Santa Fe,San Javier,Fiesta Fin de Año,Tradicionales,Público,Diciembre,1,20,Paga,2021,12.0
Santa Fe,General Lopez,Fiesta Aniversario Murphy,Gastronómica,Público,Enero,2,3500,Gratuita,2020,1.0
Santa Fe,Rosario,Festival de la juventud ,Otra,,Febrero,3,400,Gratuita,2023,2.0
Santa Fe,San Justo,Fiesta del Moncholo del Río Salado,Gastronómica,Público,Junio,1,700,Mixta,2022,6.0
Santa Fe,9 de Julio,Fiesta de Los Pobladores,Tradicionales,Privado,Noviembre,1,10000,Gratuita,2019,11.0
Santa Fe,Belgrano,Carnaval  ,Expresiones del carnaval,Público,Febrero,3,3500,Gratuita,2023,2.0
Santa Fe,Constitucion,Carnavales En Godoy,Expresiones del carnaval,Público,Febrero,1,3500,Gratuita,2023,2.0
Santa Fe,Rosario,Carnaval Mistico!,Expresiones del carnaval,Privado,Febrero,2,5000,Gratuita,2023,2.0
Santa Fe,Rosario,Los Vecinos Re Contentos,Expresiones del carnaval,Privado,Febrero,2,6100,Gratuita,2023,2.0
Santa Fe,San Jerónimo,Carnaval en el barrio frigorífico,Expresiones del carnaval,Privado,Febrero,3,11556,Gratuita,2023,2.0
Santa Fe,San Justo,Festejo por El Día De La Mujer,Artística,Público,Marzo,1,700,Gratuita,2022,3.0
Santa Fe,Constitucion,Fiesta Provincial De La Industria Agroalimentaria,Productiva,Público,Noviembre,1,5000,Gratuita,2022,11.0
Santa Fe,Vera,Jineteada Doma Y Folclore,Tradicionales,Privado,Noviembre,1,1500,Mixta,2023,11.0
Santa Fe,General Obligado,Festejo Día de La Madre,Tradicionales,Público,Octubre,1,200,Mixta,2021,10.0
Santa Fe,Vera,Jornada Institucional Del Profesorado Instituo Superior N°66,Cívico / Histórica,Público,Octubre,1,1000,Gratuita,2022,10.0
Santa Fe,San Jerónimo,Barrancas Bajo Las Estrellas,Artística,Privado,Enero,3,4000,Gratuita,2020,1.0
Santa Fe,Caseros,Carnaval De Bigand,Expresiones del carnaval,Público,Febrero,3,18000,Mixta,2023,2.0
Santa Fe,Caseros,Carnavales,Expresiones del carnaval,Público,Febrero,3,1000,Gratuita,2019,2.0
Santa Fe,Rosario,Carnavales,Expresiones del carnaval,Público,Febrero,2,8000,Gratuita,2023,2.0
Santa Fe,General Obligado,Fiesta A Nuestra Señora De Stella Maris,Religiosa / de Culto,Público,Julio,1,800,Gratuita,2022,7.0
Santa Fe,San Jerónimo,Fiesta de La Picada Santafesina y Jornada Gastronómica,Gastronómica,Público,Marzo,2,4500,Gratuita,2022,3.0
Santa Fe,San Jerónimo,Vacaciones Solidarias,Folclórico,Público,Marzo,1,1000,Gratuita,2022,3.0
Santa Fe,Caseros,FIESTA INTERPROVINCIAL DE TANGO AREQUITO - Milonga Pa Recordarte,Artística,Público,Noviembre,3,450,Paga,2022,11.0
Santa Fe,General Lopez,Fiesta del Disco,Gastronómica,Público,Noviembre,2,11000,Gratuita,2021,11.0
Santa Fe,Caseros,Encuentro de Teatro,Artística,Mixto,Octubre,6,2500,Gratuita,2021,10.0
Santa Fe,San Justo,Fiesta de La Juventud,Artística,Público,Septiembre,1,3500,Gratuita,2022,9.0
Santa Fe,San Lorenzo,Fiesta de La Música del Litoral,Tradicionales,Público,Septiembre,1,1500,Paga,2022,9.0
Santa Fe,San Justo,Fiesta de Las Infancias,Artística,Público,Agosto,1,400,Gratuita,2022,8.0
Santa Fe,Rosario,Navidad,Tradicionales,Público,Diciembre,1,400,Gratuita,2021,12.0
Santa Fe,San Javier,"Festival Navideño: ""Navidad En Cacique""",Religiosa / de Culto,Público,Diciembre,1,2000,Gratuita,2021,12.0
Santa Fe,Vera,Corsos locales y regionales,Expresiones del carnaval,Privado,Enero,3,11556,Gratuita,2023,1.0
Santa Fe,General Lopez,Carnaval,Expresiones del carnaval,Público,Febrero,4,6000,Gratuita,2023,2.0
Santa Fe,Rosario,Festival Popular de La Cultura,Expresiones del carnaval,Público,Febrero,2,12000,Gratuita,2019,2.0
Santa Fe,San Justo,Fiesta del Asado a La Brasa,Gastronómica,Privado,Febrero,1,2000,Paga,2022,2.0
Santa Fe,Rosario,Aniversario de La Ciudad,Cívico / Histórica,Público,Julio,1,9000,Gratuita,2022,7.0
Santa Fe,San Lorenzo,Fiesta del Lechón a La Estaca,Cívico / Histórica,Público,Marzo,1,4000,Gratuita,2022,3.0
Santa Fe,Rosario,Concurso de Asadores a La Estaca,Gastronómica,Público,Octubre,1,8000,Gratuita,2022,10.0
Santa Fe,Constitucion,Empalme Celebra,Cívico / Histórica,Público,Septiembre,1,7000,Gratuita,2019,9.0
Santa Fe,Constitucion,Aniversario De La Batalla De Pavon,Cívico / Histórica,Público,Septiembre,1,4000,Gratuita,2021,9.0
Santa Fe,Constitucion,Aniversario De Municipio De Villa Constitución,Cívico / Histórica,Público,Septiembre,1,8000,Gratuita,2022,9.0
Santa Fe,General Lopez,Cumpleaños De Sancti Spiritu,Tradicionales,Público,Septiembre,1,800,Gratuita,2021,9.0
Santa Fe,Caseros,"Evento Festivo, Fin De Año",Tradicionales,Público,Diciembre,1,1000,Gratuita,2021,12.0
Santa Fe,Constitucion,Fiesta de la Inclusión ,Otra,Público,Diciembre,3,7000,Gratuita,2022,12.0
Santa Fe,Iriondo,"Encuentro De Danza Y Canto ""Posta Del Totoral""",Artística,Público,Febrero,1,2000,Gratuita,2022,2.0
Santa Fe,San Jerónimo,Festival de Los Dos Rios,Tradicionales,Mixto,Febrero,1,2000,Paga,2022,2.0
Santa Fe,San Martin,Carnavaleando en el Desarmadero,Expresiones del carnaval,Privado,Febrero,3,400,Gratuita,2023,2.0
Santa Fe,Caseros,Dia de La Mujer,Artística,Público,Marzo,1,500,Gratuita,2021,3.0
Santa Fe,Caseros,Cumpleaños Del Pueblo,Cívico / Histórica,Público,Noviembre,1,500,Gratuita,2021,11.0
Santa Fe,Castellanos,Carnavales en Esmeralda,Expresiones del carnaval,Público,Febrero,1,1500,Gratuita,2023,2.0
Santa Fe,Las Colonias,Fiesta Provincial Del Choripan Casero,Gastronómica,Público,Febrero,1,5000,Gratuita,2020,2.0
Santa Fe,San Lorenzo,Carnavales,Expresiones del carnaval,Público,Febrero,1,2500,Gratuita,2020,2.0
Santa Fe,Vera,Peña Callejera,Tradicionales,Privado,Julio,1,3000,Gratuita,2019,7.0
Santa Fe,Las Colonias,Fiesta Patronal San Isidro Labrador,Tradicionales,Público,Mayo,1,500,Gratuita,2022,5.0
Santa Fe,San Lorenzo,Fiesta de La Vaquillona Con Cuero,Gastronómica,Público,Noviembre,1,2000,Gratuita,2022,11.0
Santa Fe,General Obligado,Corsos Arapoty,Expresiones del carnaval,Público,Enero,1,8000,Paga,2022,1.0
Santa Fe,General Lopez,Maria Teresa es Carnaval,Expresiones del carnaval,Público,Febrero,4,5000,Gratuita,2023,2.0
Santa Fe,San Jerónimo,"Fiesta De Colectividades ""Culturas Y Sabores Del Mundo""",Gastronómica,Mixto,Febrero,3,8000,Mixta,2021,2.0
Santa Fe,General Lopez,Fiesta Gastronómica de Las Colectividades,Gastronómica,Público,Marzo,1,2500,Gratuita,2022,3.0
Santa Fe,Rosario,Corso de la Casa de la Memoria  ,Expresiones del carnaval,Privado,Marzo,2,2000,Gratuita,2023,3.0
Santa Fe,Castellanos,Fiesta Provincial Del Ñoqui,Gastronómica,Público,Octubre,1,400,Paga,2019,10.0
Santa Fe,Castellanos,Fiesta del Ajenjo y La Fonda Italiana,Gastronómica,Público,Octubre,2,1500,Gratuita,2021,10.0
Santa Fe,General Lopez,"Festival Internacional De Folklore ""Caminos De Tierra""",Artística,Mixto,Octubre,16,2000,Gratuita,2019,10.0
Santa Fe,San Jerónimo,Fiesta Provincial de La Cebada Cervecera,Tradicionales,Público,Diciembre,1,2000,Paga,2021,12.0
Santa Fe,General Obligado,"Fiesta Nacional de Los Humedales ""Jaaukanigás""",Productiva,Público,Febrero,3,9000,Gratuita,2022,2.0
Santa Fe,La Capital,Carnabarriales  ,Expresiones del carnaval,Privado,Febrero,3,11556,Gratuita,2023,2.0
Santa Fe,La Capital,Carnavales en Alto Verde,Expresiones del carnaval,Privado,Febrero,3,11556,Gratuita,2023,2.0
Santa Fe,Constitucion,Encuentro De Domadores,Tradicionales,Público,Junio,2,2500,Mixta,2022,6.0
Santa Fe,Constitucion,Fiesta Del Chancho Con Pelo,Cívico / Histórica,Público,Agosto,1,800,Mixta,2022,8.0
Santa Fe,Las Colonias,Fiesta Para Los Niños,Tradicionales,Público,Agosto,1,200,Gratuita,2022,8.0
Santa Fe,9 de Julio,Infancias Felices,Expresiones del carnaval,Público,Agosto,30,5000,Gratuita,2022,8.0
Santa Fe,Belgrano,Las Tardecitas De Tortugas,Artística,Público,Enero,4,15000,Gratuita,2023,1.0
Santa Fe,La Capital,Fiesta Provincial del Dulce de Leche,Productiva,Público,Enero,1,30,Paga,2023,1.0
Santa Fe,Rosario,Corsos del Colectivo de Murgas,Expresiones del carnaval,Privado,Febrero,2,6100,Gratuita,2023,2.0
Santa Fe,San Lorenzo,Carnavales en el Club Vecinos Unidos,Expresiones del carnaval,Privado,Febrero,1,2000,Gratuita,2023,2.0
Santa Fe,Castellanos,Fiesta Provincial De Las Culturas Y Colectividades Lehmann,Gastronómica,Público,Noviembre,2,10000,Gratuita,2021,11.0
Santa Fe,General Obligado,Dia de Las Madres,Tradicionales,Público,Octubre,1,300,Gratuita,2021,10.0
Santa Fe,Las Colonias,Día Internacional de La Mujer,Tradicionales,Público,Marzo,1,1500,Gratuita,2022,3.0
Santa Fe,Vera,Fiesta de La Tradición,Tradicionales,Privado,Noviembre,1,3000,Gratuita,,11.0
Santa Fe,Belgrano,Armstrong Tierra Mia,Artística,Público,Diciembre,3,5000,Gratuita,2021,12.0
Santa Fe,Constitucion,Analia Farotto,Artística,Público,Enero,3,3000,Gratuita,2022,1.0
Santa Fe,Castellanos,Carnavales Ramonenses,Expresiones del carnaval,Público,Febrero,1,800,Gratuita,2023,2.0
Santa Fe,Castellanos,"Festival de música y artesanías ""MUSICA PARA TODOS""",Artística,Público,Agosto,1,5000,Gratuita,2022,8.0
Santa Fe,San Justo,Aniversario de La Criolla,Cívico / Histórica,Público,Junio,1,3000,Gratuita,2022,6.0
Santa Fe,Caseros,Kermesse De Bigand,Gastronómica,Público,Noviembre,3,15000,Gratuita,2021,11.0
Santa Fe,San Justo,Tertulias Pyaam,Expresiones del carnaval,Privado,Octubre,1,500,Gratuita,2022,10.0
Santa Fe,Las Colonias,Día del Niño,Tradicionales,Público,Agosto,1,1500,Gratuita,2022,8.0
Santa Fe,San Jerónimo,Fiesta de La Vaquillona Deshuesada a La Estaca,Cívico / Histórica,Público,Enero,1,1200,Paga,2020,1.0
Santa Fe,Vera,Fiesta Provincial del Logro,Gastronómica,Público,Junio,2,5000,Gratuita,2022,6.0
Santa Fe,Castellanos,Fiesta Provincial Del Costillar A La Estaca,Tradicionales,Privado,Mayo,1,500,Paga,2022,5.0
Santa Fe,San Cristobal,Fiesta Provincial de La Danza y El Canto,Folclórico,Público,Mayo,1,500,Gratuita,2019,5.0
Santa Fe,Caseros,Fiesta del Chamamé,Artística,Privado,Noviembre,2,1500,Mixta,2021,11.0
Santa Fe,Castellanos,Fiesta Provincial Día Del Inmigrante,Cívico / Histórica,Mixto,Octubre,1,2750,Gratuita,2021,10.0
Santa Fe,Rosario,Festival de La Musica De General Lagos,Artística,Público,Enero,2,18000,Gratuita,2020,1.0
Santa Fe,Las Colonias,Fiesta de Las Colectividades,Gastronómica,Público,Mayo,2,100000,Gratuita,2022,5.0
Santa Fe,General Obligado,Fiesta Regional de la Flor del Ceibo,Artística,Público,Octubre,3,2500,Paga,2022,10.0
Santa Fe,Las Colonias,Fiesta de La Primavera y Día Del Estudiante,Otra,Público,Septiembre,1,6000,Gratuita,2021,9.0
Santa Fe,General Lopez,Fiesta Homenaje al Teatro Independiente,Artística,Mixto,Abril,4,10000,Mixta,2022,4.0
Santa Fe,Constitucion,Fiesta De La Solidaridad,Artística,Público,Enero,3,4000,Gratuita,2022,1.0
Santa Fe,Constitucion,Fiesta De Aniversario Fundacion Del Pueblo,Folclórico,Público,Marzo,1,6000,Paga,2020,3.0
Santa Fe,Belgrano,Fiesta Nacional De La Pequeña Y Mediana Empresa Agroindustrial,Productiva,Público,Noviembre,2,15000,Gratuita,2022,11.0
Santa Fe,San Justo,Fiesta Provincial de Expo Arte Videla,Productiva,Público,Octubre,2,8000,Gratuita,2021,10.0
Santa Fe,La Capital,Carnabarrial,Expresiones del carnaval,Privado,Febrero,3,11556,Gratuita,2023,2.0
Santa Fe,San Martin,Fiesta Provincial del Bricelet (Brislet),Gastronómica,Público,Febrero,1,2500,Mixta,2020,2.0
Santa Fe,General Obligado,Fiesta Criolla,Cívico / Histórica,Mixto,Mayo,1,800,Gratuita,2022,5.0
Santa Fe,San Lorenzo,Fiesta del Pueblo (Patronales),Cívico / Histórica,Público,Octubre,1,2500,Gratuita,2019,10.0
Santa Fe,La Capital,Carnavales de la Ciudad de Santo Tomé,Expresiones del carnaval,Privado,Febrero,3,11556,Gratuita,2023,2.0
Santa Fe,Rosario,Carnavales Rosarinos,Expresiones del carnaval,Privado,Febrero,2,6100,Gratuita,2023,2.0
Santa Fe,Rosario,Carnavales Villa Amelia,Expresiones del carnaval,Público,Febrero,2,3500,Gratuita,2020,2.0
Santa Fe,Vera,"Fiestas Patronales ""San Luis Gonzaga """,Tradicionales,Mixto,Junio,2,3000,Gratuita,2022,6.0
Santa Fe,Rosario,Mes de la Tradición,Tradicionales,Privado,Noviembre,1,400,Gratuita,2023,11.0
Santa Fe,Constitucion,Fiesta De La Primavera Godoy,Tradicionales,Público,Septiembre,1,2500,Gratuita,2021,9.0
Santa Fe,General Lopez,A Todo Pulmón. Fiesta Provincial De La Diversidad Musical,Artística,Público,Febrero,4,10000,Gratuita,2022,2.0
Santa Fe,Rosario,Festival Internacional Payasadas,,Público,Febrero,3,11556,,2021,
Santa Fe,San Lorenzo,Fiesta Patronal,Cívico / Histórica,Público,Junio,2,2500,Gratuita,2022,6.0
Santa Fe,Belgrano,Fiesta Provincial Del Mate,Cívico / Histórica,Público,Octubre,2,7000,Gratuita,2019,10.0
Santa Fe,General Lopez,Fiesta de La Primavera,Tradicionales,Mixto,Septiembre,20,800,Gratuita,2022,9.0
Santa Fe,La Capital,Fiesta Provincial del Asado,Gastronómica,Privado,Enero,1,1200,Mixta,2020,1.0
Santa Fe,San Martin,Fiesta del Pueblo,Tradicionales,Público,Marzo,2,3000,Gratuita,2022,3.0
Santa Fe,Garay,Fiesta Provincial de La Zanahoria,Productiva,Público,Octubre,1,5000,Gratuita,2021,10.0
Santa Fe,General Lopez,Carnavales Al Rojo Vivo,Expresiones del carnaval,Privado,Enero,4,5000,Gratuita,2022,1.0
Santa Fe,General Obligado,Fiesta Regional de La Arena Blanca,Tradicionales,Público,Enero,2,6000,Paga,2022,1.0
Santa Fe,Las Colonias,Fiesta Provincial De Arte Nativo,Tradicionales,Privado,Noviembre,1,2000,Mixta,2021,11.0
Santa Fe,General Obligado,Festival Dia de Las Madres,Tradicionales,Público,Octubre,1,10000,Gratuita,2022,10.0
Santa Fe,Castellanos,Fiesta Provincial Del Precarnaval,Expresiones del carnaval,Privado,Enero,1,3500,Paga,2022,1.0
Santa Fe,Las Colonias,Fiesta Del Camionero,Tradicionales,Público,Enero,1,2000,Gratuita,2020,1.0
Santa Fe,La Capital,Fiesta de Colectividades de Santa Fe,Otra,Privado,Agosto,3,40000,Gratuita,2022,8.0
Santa Fe,San Cristobal,Fiesta Nacional del Camping,Tradicionales,Público,Enero,3,10000,Gratuita,2022,1.0
Santa Fe,Belgrano,Fiesta Anual De La Cultura,Artística,Público,Febrero,4,1000,Gratuita,2022,2.0
Santa Fe,General Lopez,Fiesta Aniversario Maggiolo,Artística,Público,Julio,7,500,Gratuita,2022,7.0
Santa Fe,Castellanos,Fiesta Povincial Día De La Tradición,Folclórico,Público,Noviembre,1,350,Paga,2019,11.0
Santa Fe,General Obligado,Fiesta Provincial del Citrus,Productiva,Público,Junio,3,8000,Mixta,2022,6.0
Santa Fe,Rosario,Fiesta del Pueblo,Cívico / Histórica,Público,Noviembre,1,4475,Gratuita,2019,11.0
Santa Fe,San Justo,Fiesta de La Laguna del Plata,Cívico / Histórica,Público,Enero,3,4800,Paga,2023,1.0
Santa Fe,La Capital,Festival Luna y Cuerdas,Folclórico,Público,Febrero,2,2000,Gratuita,2019,2.0
Santa Fe,General Obligado,Comparsa Marunceiba,Expresiones del carnaval,Público,Noviembre,1,3500,Paga,2022,11.0
Santa Fe,Iriondo,festival las tres lunas,Gastronómica,,Febrero,3,60000,Gratuita,2023,2.0
Santa Fe,Constitucion,Festival Folklórico De Peyrano,Folclórico,Privado,Febrero,1,3500,Gratuita,2022,2.0
Santa Fe,Castellanos,Carnaval,Expresiones del carnaval,Público,Febrero,1,1500,Gratuita,2021,2.0
Santa Fe,Rosario,Fiesta del aniversario del pueblo,Cívico / Histórica,Público,Noviembre,1,5000,Gratuita,2022,11.0
Santa Fe,Castellanos,Encuentro De Coros,Artística,Público,Noviembre,1,300,Paga,2019,11.0
Santa Fe,Las Colonias,Pre Cosquín Sede Esperanza - Esperanza Creativa,Artística,Público,Noviembre,2,3000,Gratuita,2021,11.0
Santa Fe,Castellanos,Fiesta Nacional del Fútbol Infantil,Otra,Privado,Octubre,5,12000,Mixta,2021,10.0
Santa Fe,San Jerónimo,Festival Folklórico Pre Cosquín,Tradicionales,Mixto,Noviembre,2,500,Paga,2021,11.0
Santa Fe,San Jerónimo,Encuentro de Coros de Niños y Adolescentes,Artística,Público,Octubre,1,350,Gratuita,2019,10.0
Santa Fe,Constitucion,PRECOSQUIN SEDE VILLA CONSTITUCION,Artística,Público,Noviembre,2,15000,Gratuita,2022,11.0
Santa Fe,9 de Julio,Fiesta del Pueblo,Tradicionales,Mixto,Diciembre,1,1000,Gratuita,2021,12.0
Santa Fe,Caseros,Festival De La Guitarra,Gastronómica,Mixto,Febrero,5,1500,Mixta,2022,2.0
Santa Fe,Castellanos,Fabuloso Carnavales Sunchalenses,Expresiones del carnaval,Público,Febrero,2,12000,Mixta,2019,2.0
Santa Fe,Garay,Fiesta Provincial 46º y 44º Nacional de la Pesca del Amarillo,Artística,Público,Julio,3,15000,Paga,2022,7.0
Santa Fe,Caseros,Fiesta Nacional Del Oro Dulce y Fiesta Provincial de La Miel.,Tradicionales,Público,Octubre,3,2500,Gratuita,2021,10.0
Santa Fe,General Obligado,FESTIVAL DEL JAAUKANIGÁS,Artística,,Enero,3,65000,Gratuita,2023,1.0
Santa Fe,Las Colonias,Fiesta De La Familia,Tradicionales,Público,Enero,1,600,Gratuita,2020,1.0
Santa Fe,San Jerónimo,Festival de Coros Gálvez,Artística,Público,Septiembre,1,300,Gratuita,2022,9.0
Santa Fe,General Obligado,"Fiesta Patronal ""Nuestra Señora De Itati"" San Manuel",Cívico / Histórica,Público,Julio,1,3000,Gratuita,2022,7.0
Santa Fe,General Lopez,Fiesta Popular de la Música,Artística,Público,Noviembre,7,25000,Gratuita,2022,11.0
Santa Fe,San Martin,Carnavales Carioca Sastre   - Penambí Berá - Vuela Vuela,Expresiones del carnaval,Público,Enero,3,25000,Gratuita,2023,1.0
Santa Fe,General Obligado,Fiesta Patronal a Nuestra Señora Santa Ana,Religiosa / de Culto,Público,Julio,1,800,Gratuita,2022,7.0
Santa Fe,San Jerónimo,FIESTA NACIONAL DE LA FRUTILLA,Otra,Público,Noviembre,3,30000,Paga,2022,11.0
Santa Fe,General Obligado,Fiesta Patronal,Religiosa / de Culto,Privado,Octubre,1,800,Gratuita,2019,10.0
Santa Fe,Las Colonias,Fiesta Nacional de La Agricultura y Día Del Agricultor,Productiva,Público,Septiembre,2,15000,Gratuita,2022,9.0
Santa Fe,General Obligado,Fiesta Aniversario De Florencia,Cívico / Histórica,Público,Enero,1,1533,Gratuita,2020,1.0
Santa Fe,Constitucion,Fiestas Patronales Del 7 De Octubre Virgen Del Rosario,Tradicionales,Mixto,Octubre,7,250,Mixta,2021,10.0
Santa Fe,San Jerónimo,Fiesta Patronal,Religiosa / de Culto,Mixto,Agosto,1,500,Gratuita,2022,8.0
Santa Fe,General Obligado,Fiesta Aniversario,Cívico / Histórica,Público,Noviembre,1,800,Gratuita,2021,11.0
Santa Fe,General Obligado,Festival Fundacional Del 23 De Agosto,Productiva,Público,Agosto,1,6000,Gratuita,2022,8.0
Santa Fe,Garay,Fiesta Patronal en Honor en Santa Rosa,Religiosa / de Culto,Público,Agosto,3,15000,Gratuita,2022,8.0
Santa Fe,Constitucion,Patronales Oratorio Morante,Religiosa / de Culto,Privado,Septiembre,1,3000,Gratuita,2022,9.0
Santa Fe,Las Colonias,Carnaval de La Alegría Estación Verano,Expresiones del carnaval,Público,Febrero,2,5000,Gratuita,2023,2.0
Santa Fe,Rosario,Festival Planeta Cabezón - 10 años de radio online,Artística,Privado,Febrero,2,9600,Paga,2022,2.0
Santa Fe,Castellanos,Fiesta Patronal,Tradicionales,Público,Julio,1,500,Gratuita,2022,7.0
Santa Fe,Rosario,Fiestas Patronales,Cívico / Histórica,Público,Julio,1,4000,Gratuita,2022,7.0
Santa Fe,Rosario,Aniversario de La Posta Del Sauce,Cívico / Histórica,Público,Mayo,1,850,Gratuita,2022,5.0
