provincia,departamento,nombre,tematica_principal,tipo_de_gestion,mes_de_realizacion,duracion_dias,cantidad_aprox_de_asistentes,tipo_entrada,ultimo_ano_de_realizacion,mes_num
Salta,Chicoana,Fiesta Provincial del Tabaco,Productiva,,Febrero,3,11556,,2022,
Salta,Chicoana,Fiesta Chica del Señor Sumalao,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Chicoana,Fiesta en Honor a la Virgen de Urkupina,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Chicoana,Fiesta Grande del Señor Sumalao,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Chicoana,Fiesta Patronal en Honor a Nuestra Señora de las Mercedes,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Chicoana,Fiesta Patronal en Honor a San Simón y Judas Tadeo,Religiosa / de Culto,,Febrero,3,11556,,2021,
Salta,General Guemes,Fiesta en Honor a Nuestra Señora de la Candelaria,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,General Guemes,Fiesta Patronal en Honor Al Señor y Virgen del Milagro El Milagro,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,General Guemes,Fiesta Tradicional del Milagrito,Religiosa / de Culto,,Febrero,3,11556,,2019,
Salta,General Guemes,Festival Tierra Gaucha,Tradicionales,,Febrero,3,11556,,2022,
Salta,General Guemes,Fiesta Patronal en Honor a Santa Rosa de Lima,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Grl. Jose de San Martin,Fiesta Patronal en Honor a la Virgen del Carmen,Religiosa / de Culto,,Febrero,3,11556,,2019,
Salta,Grl. Jose de San Martin,Fiesta en Honor a la Virgen de Lujan,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Grl. Jose de San Martin,Fiesta en Honor a la Purísima,Religiosa / de Culto,,Febrero,3,11556,,2021,
Salta,Grl. Jose de San Martin,Fiesta Patronal en Honor a San Antonio de Padua,Religiosa / de Culto,,Febrero,3,11556,,2021,
Salta,Guachipas,Fiesta Patronal en Honor a la Inmaculada Concepcion,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Iruya,Fiesta de la Pachamama,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Iruya,Fiesta de las Almas y Los Santos,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Iruya,Fiesta en Honor a San Roque,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Iruya,Fiesta Patronal en Honor a la Virgen del Rosario,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Iruya,Festiyungas,,Público,Febrero,3,11556,,2021,
Salta,La Caldera,Festival de la Chicha,Gastronómica,,Febrero,3,11556,,2023,
Salta,La Caldera,Fiesta en Honor a San Francisco de Asís,Religiosa / de Culto,,Febrero,3,11556,,2021,
Salta,La Caldera,Pre-Festival de la Chicha,Gastronómica,,Febrero,3,11556,,2023,
Salta,La Caldera,"Festival del Agua ""Kapak Raymi""",Pueblos Indígenas/Originarios,,Febrero,3,11556,,2021,
Salta,La Caldera,Fiesta en Honor a la Virgen del Rosario de San Nicolás del Potrero de Castilla,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,La Caldera,Fiesta en Honor a la Virgen del Valle,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,La Caldera,Fiesta en Honor a San Cayetano,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,La Candelaria,Fiesta Patronal en Honor a Nuestra Señora de la Merced,Religiosa / de Culto,,Febrero,3,11556,,2019,
Salta,La Candelaria,Fiesta Patronal en Honor a San Antonio de Padua,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,La Candelaria,Fiesta Patronal en Honor a Nuestra Señora de la Candelaria,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,La Poma,Festival de la Trucha,Productiva,,Febrero,3,11556,,2022,
Salta,La Poma,Fiesta Patronal en Honor a la Virgen de Lujan,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,La Poma,Fiesta Patronal en Honor a la Virgen del Carmen,Religiosa / de Culto,,Febrero,3,11556,,2019,
Salta,La Poma,Fiesta Patronal en Honor a Nuestra Señora del Perpetuo Socorro,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,La Poma,Fiesta Patronal en Honor a Santa Barbara,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,La Vina,Festival Del Pejerrey,,Público,Febrero,3,11556,,2021,
Salta,La Vina,Festival del Pejerrey,Productiva,,Febrero,3,11556,,2022,
Salta,La Vina,Fiesta en Honor a María Auxiliadora,Religiosa / de Culto,,Febrero,3,11556,,2019,
Salta,La Vina,Fiesta Patronal en Honor a San Bernardo,Religiosa / de Culto,,Febrero,3,11556,,2020,
Salta,La Vina,Fiesta Patronal en Honor a San Roque,Religiosa / de Culto,,Febrero,3,11556,,2023,
Salta,La Vina,Fiesta Patronal en Honor a San Roque,Religiosa / de Culto,,Febrero,3,11556,,2023,
Salta,Los Andes,Fiesta de la Pachamama,Pueblos Indígenas/Originarios,,Febrero,3,11556,,2022,
Salta,Los Andes,Fiesta Patronal en Honor a San Antonio de Padua,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Los Andes,Fiesta de la Pachamama,Pueblos Indígenas/Originarios,,Febrero,3,11556,,2022,
Salta,Los Andes,Fiesta Patronal en Honor a la Virgen del Valle,Religiosa / de Culto,,Febrero,3,11556,,2019,
Salta,Metan,Festival Del Juramento,,Público,Febrero,3,11556,,2020,
Salta,Metan,Festival Del Juramento,Artística,,Febrero,3,11556,,2022,
Salta,Metan,Fiesta Patronal en Honor a San Francisco Solano,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Metan,Fiesta Patronal en Honor a Nuestra Señora de la Asunción,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Metan,Fiesta en Honor Al Señor y la Virgen del Milagro,Religiosa / de Culto,,Febrero,3,11556,,2021,
Salta,Metan,Festival del Tabaco,Productiva,,Febrero,3,15000,,2023,
Salta,Metan,Fiesta en Honor Al Señor y a la Virgen del Milagro,Religiosa / de Culto,,Febrero,3,11556,,2021,
Salta,Metan,Fiesta en Honor a Nuestra Señora de Fátima,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Metan,Fiesta en Honor a San Cayetano,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Metan,Fiesta Patronal en Honor a San José Obrero,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Molinos,Fiesta Patronal en Honor a San Miguel Arcángel,Religiosa / de Culto,,Febrero,3,11556,,2021,
Salta,Molinos,Festival del Poncho,Productiva,,Febrero,3,11556,,2023,
Salta,Molinos,Fiesta en Honor a Nuestra Señora del Valle,Religiosa / de Culto,,Febrero,3,11556,,2021,
Salta,Molinos,Fiesta Patronal en Honor a la Virgen de la Candelaria,Religiosa / de Culto,,Febrero,3,11556,,2023,
Salta,Molinos,Fiesta Patronal en Honor a San Pedro Nolasco y Nuestra Señora de la Candelaria,Religiosa / de Culto,,Febrero,3,11556,,2023,
Salta,Molinos,Fiesta de San Isidro Labrador,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Molinos,Fiesta Patronal en Honor a la Virgen del Carmen,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Molinos,Fiesta Patronal en Honor a Santiago Apóstol,Religiosa / de Culto,,Febrero,3,11556,,2020,
Salta,Oran,Fiesta Patronal en Honor a Santa Rosa de Lima,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Oran,Fiesta Patronal en Honor a San Jorge Mártir,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Oran,Fiesta Patronal en Honor a San Ramón Nonato,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Oran,Festival Interprovincial de la Canción y Encuentro de Danza,Artística,,Febrero,3,11556,,2022,
Salta,Rivadavia,Festival de Chaguar,Pueblos Indígenas/Originarios,,Febrero,3,11556,,2022,
Salta,Rivadavia,Festival del Bombo y el Violín,Artística,,Febrero,3,11556,,2022,
Salta,Rivadavia,Festival del Chaco Salteño,Artística,,Febrero,3,11556,,2022,
Salta,Rivadavia,Fiesta en Honor a San Lorenzo Patrono,Religiosa / de Culto,,Febrero,3,11556,,2019,
Salta,Rosario de la Frontera,Fiesta Patronal en Honor a la Virgen de la Montana,Religiosa / de Culto,,Febrero,3,11556,,2019,
Salta,Rosario de la Frontera,Fiesta Patronal en Honor a la Virgen del Rosario,Religiosa / de Culto,,Febrero,3,11556,,2021,
Salta,Rosario de Lerma,Fiesta de la Independencia,Cívico / Histórica,,Febrero,3,11556,,2021,
Salta,Rosario de Lerma,Fiesta Patronal en Honor a Santiago Apóstol,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Rosario de Lerma,Fiesta Provincial de la Madre Tierra,Pueblos Indígenas/Originarios,,Febrero,3,11556,,2022,
Salta,Rosario de Lerma,Fiesta Provincial de la Tradición,Tradicionales,,Febrero,3,11556,,2021,
Salta,Rosario de Lerma,Fiesta Patronal en Honor a Nuestra Señora del Rosario,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Rosario de Lerma,Fiesta Patronal en Honor a Nuestra Señora del Valle,Religiosa / de Culto,,Febrero,3,11556,,2021,
Salta,San Carlos,Fiesta Patronal en Honor a la Virgen del Carmen,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,San Carlos,Fiesta Patronal en Honor a Nuestra Señora del Valle,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,San Carlos,Fiesta Patronal en Honor a Santa Rosa de Lima,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,San Carlos,Fiesta Patronal en Honor a Santa Teresa,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,San Carlos,Fiesta Patronal en Honor a Nuestra Señora de las Mercedes,Religiosa / de Culto,,Febrero,3,11556,,2021,
Salta,San Carlos,Fiesta Provincial de la Vendimia,Productiva,,Febrero,3,6500,,2023,
Salta,San Carlos,Fiesta Patronal en Honor a San Carlos Borromeo,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Santa Victoria,Fiesta en Honor a San Santiago,Religiosa / de Culto,,Febrero,3,11556,,2022,
Salta,Santa Victoria,Festival de la Copla y el Canto,Artística,,Febrero,3,11556,,2022,
Salta,Santa Victoria,Fiesta Patronal en Honor a la Virgen de Guadalupe,Religiosa / de Culto,,Febrero,3,11556,,2021,
Salta,Santa Victoria,Fiesta Patronal en Honor Al Señor del Milagro y Virgen de Guadalupe,Religiosa / de Culto,,Febrero,3,11556,,2021,
Salta,Santa Victoria,Festival del Tri Chaco,Artística,,Febrero,3,11556,,2022,
Salta,Santa Victoria,Fiesta Patronal en Honor a Santiago Apóstol,Religiosa / de Culto,,Febrero,3,11556,,2022,
San Juan,Capital,Carnaval Inclusivo ,Expresiones del carnaval,Privado,Marzo,3,5000,Gratuita,2023,3.0
San Juan,San Martin,Fiesta del asador sanjuanino,Artística,Público,Octubre,3,50000,Gratuita,2022,10.0
San Juan,25 de Mayo,FESTIVAL DEL JUNQUILLO,Artística,Público,Septiembre,3,1000,Gratuita,2022,9.0
San Juan,Valle Fertil,Fiesta Aniversario del Departamento Valle Fértil (Fiesta del Valle),Artística,Público,Abril,3,23000,Gratuita,2023,4.0
San Juan,Rawson,"Médano de Oro, 160 Aniversario",Cívico / Histórica,Privado,Diciembre,3,1000,Gratuita,2022,12.0
San Juan,Albardon,Fiesta de la Juventud,Otra,,Septiembre,3,11556,,2022,
San Juan,Albardon,Fiesta de Nuestra Señora del Rosario de Andacollo,Religiosa / de Culto,,Septiembre,3,11556,,2022,
San Juan,Albardon,Fiesta del Moscatel,Otra,,Septiembre,3,11556,,2022,
San Juan,Albardon,Fiesta Departamental de Albardón,Cívico / Histórica,,Septiembre,3,11556,,2023,
San Juan,Angaco,Carnaval de Angaco,Expresiones del carnaval,,Septiembre,3,11556,,2023,
San Juan,Angaco,Fiesta de las jineteadas y Destrezas Criollas,Tradicionales,,Septiembre,3,11556,,2023,
San Juan,Angaco,Fiesta del Olivo y el Cacique,Cívico / Histórica,,Septiembre,3,11556,,2023,
San Juan,Angaco,Fiesta Medalla Milagrosa,Religiosa / de Culto,,Septiembre,3,11556,,2023,
San Juan,Calingasta,Fiesta de la Virgen de Andacollo,Religiosa / de Culto,,Septiembre,3,11556,,2022,
San Juan,Calingasta,Fiesta de Los Enamorados,Otra,,Septiembre,3,11556,,2023,
San Juan,Calingasta,Fiesta del Ajo,Otra,,Septiembre,3,11556,,2023,
San Juan,Calingasta,Fiesta Patronal de la Villa de Calingasta Nuestra Señora del Carmen,Religiosa / de Culto,,Septiembre,3,11556,,2022,
San Juan,Capital,Fiesta de Nuestra Señora de Andacollo,Religiosa / de Culto,,Septiembre,3,11556,,2022,
San Juan,Capital,Fiesta del Carneo Español,Gastronómica,,Septiembre,3,11556,,2022,
San Juan,Rawson,Fiesta Nacional de las Destrezas Criollas y el Folclore,Tradicionales,,Septiembre,3,11556,,2023,
San Juan,Capital,Fiesta Nacional del Sol,Artística,,Septiembre,3,11556,,2023,
San Juan,Capital,Fiesta Patronal de la Medalla Milagrosa,Religiosa / de Culto,,Septiembre,3,11556,,2022,
San Juan,Capital,Fiesta Patronal de Santa Lucia,Religiosa / de Culto,,Septiembre,3,11556,,2022,
San Juan,Caucete,Fiesta Nacional de la uva y el vino,Productiva,,Septiembre,3,11556,,2023,
San Juan,Caucete,Fiesta Nacional del Camionero,Otra,,Septiembre,3,11556,,2022,
San Juan,Caucete,Fiesta Patronal de Cristo Rey,Religiosa / de Culto,,Septiembre,3,11556,,2022,
San Juan,Chimbas,Fiesta Departamental de Chimbas,Cívico / Histórica,,Septiembre,3,11556,,2022,
San Juan,Iglesia,Festival de doma y folclore Cumbres y Valles,Tradicionales,,Septiembre,3,11556,,2022,
San Juan,Iglesia,Fiesta de Achango,Religiosa / de Culto,,Septiembre,3,11556,,2022,
San Juan,Iglesia,Fiesta de la Semilla y la Manzana,Otra,,Septiembre,3,11556,,2023,
San Juan,Iglesia,Fiesta del Vino Patero,Gastronómica,,Septiembre,3,11556,,2022,
San Juan,Iglesia,"Festival del lazo, doma y folclore",Tradicionales,,Septiembre,3,11556,,2022,
San Juan,Jachal,Fiesta de la Tradición,Tradicionales,,Septiembre,3,11556,,2022,
San Juan,Jachal,Fiesta de Nuestra Señora de Andacollo,Religiosa / de Culto,,Septiembre,3,11556,,2022,
San Juan,Jachal,Fiesta de Santa Barbara de Mogna,Religiosa / de Culto,,Septiembre,3,11556,,2022,
San Juan,Jachal,Fiesta Patronal de San José de Jachal,Religiosa / de Culto,,Septiembre,3,11556,,2022,
San Juan,Pocito,Fiesta de Nuestra Señora de Santa Barbara,Religiosa / de Culto,,Septiembre,3,11556,,2022,
San Juan,San Martin,Fiesta Del Syrah Y La Jarilla,Otra,Público,Septiembre,3,11556,,2023,
San Juan,Santa Lucia,Fiesta Nacional de la Lucía,Cívico / Histórica,,Septiembre,3,11556,,2022,
San Juan,Santa Lucia,Fiesta patronal de la Inmaculada Concepcion de María,Religiosa / de Culto,,Septiembre,3,11556,,2022,
San Juan,Sarmiento,Fiesta Provincial del Obrero Minero,Productiva,,Septiembre,3,11556,,2022,
San Juan,Ullum,Fiesta Ullum y su Espejo,Otra,,Septiembre,3,11556,,2023,
San Juan,Valle Fertil,Festival de la Amazona,Otra,,Septiembre,3,11556,,2022,
San Juan,Valle Fertil,Fiesta del Chivo,Gastronómica,,Septiembre,3,11556,,2022,
San Juan,25 de mayo,Fiesta del racimo y el vino,Otra,,Septiembre,3,11556,,2023,
San Juan,Zonda,Fiesta del Cerro Blanco,Tradicionales,,Septiembre,3,11556,,2023,
San Juan,Capital,FESTIVAL DE LAS RUTAS DEL VINO SEDE SAN JUAN,Artística,Privado,Septiembre,3,11556,Paga,2022,9.0
San Luis,Chacabuco,Carnavales Naschel  ,Expresiones del carnaval,Público,Enero,3,5000,Gratuita,2023,1.0
San Luis,Chacabuco,Festival del Valle del Conlara - 115° años de Naschel,Cívico / Histórica,Público,ENero,3,5500,Gratuita,2023,1.0
San Luis,Chacabuco,Festival Provincial Del Maíz,Productiva,Público,ENero,3,11556,,2021,
San Luis,Chacabuco,Festival Suena el Valle,Folclórico,Público,Marzo,3,11556,Gratuita,2022,3.0
San Luis,Libertador General San Martin,Festival Creachivo,Otra,Privado,Octubre,3,550,Gratuita,2022,10.0
San Luis,Gobernador Dupuy,Fiesta de Santa Sofía,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,Gobernador Dupuy,Fiesta de San Isidro Labrador,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,Gobernador Dupuy,Fiesta de Santa Rosa de Lima,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,Gobernador Dupuy,Fiesta Provincial de la Tradición,Tradicionales,,ENero,3,11556,,2022,
San Luis,Ayacucho,Festival de Nuestra Señora de la Candela,Religiosa / de Culto,,ENero,3,11556,,2023,
San Luis,Ayacucho,Fiesta Provincial del Melón,Productiva,,ENero,3,11556,,2023,
San Luis,Coronel Pringles,Fiesta de Nuestra Señora del Carmen,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,Coronel Pringles,Fiesta Provincial del Oro,Productiva,,ENero,3,11556,,2023,
San Luis,Chacabuco,Fiesta de Nuestra Señora de Los Dolores,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,Coronel Pringles,Fiesta Provincial de Los Ríos,Otra,,ENero,3,11556,,2023,
San Luis,La Capital,Nuestra de la Señora de la Guardia,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,General Pedernera,Fiesta de Jesús Obrero,Religiosa / de Culto,,ENero,3,11556,,2021,
San Luis,Coronel Pringles,Festival del Embalse,Otra,,ENero,3,11556,,2023,
San Luis,Coronel Pringles,Fiesta de Santo Domingo de Guzmán,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,Coronel Pringles,Fiesta Nacional del Ónix,Productiva,,ENero,3,11556,,2023,
San Luis,Ayacucho,Festival del Durazno y Artesanías,Productiva,,ENero,3,11556,,2023,
San Luis,Ayacucho,Fiesta de Nuestra Señora de Lujan,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,Ayacucho,Fiesta de San Juan Bautista,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,Ayacucho,Fiesta Provincial de la Naranja,Productiva,,ENero,3,11556,,2022,
San Luis,Junin,Fiesta de Nuestra Señora del Rosario del Trono,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,Junin,Fiesta Provincial del Cabrito Puntano,Productiva,,ENero,3,11556,,2023,
San Luis,Junin,Fiestas Patronales,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,Libertador General San Martin,Fiesta del Granito,Productiva,,ENero,3,11556,,2022,
San Luis,La Capital,Fiesta de San Antonio de Padua,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,Ayacucho,Fiesta Provincial del Mate,Gastronómica,,ENero,3,11556,,2023,
San Luis,Chacabuco,Fiesta de Nuestro Señor de Renca,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,Coronel Pringles,Fiesta de la Guitarra,Artística,,ENero,3,11556,,2020,
San Luis,Ayacucho,Fiesta de San Francisco de Asís,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,La Capital,Festival de Teatro y Ciencia,Artística,,ENero,3,11556,,2022,
San Luis,Libertador General San Martin,Festival Folclórico Provincial del Cerro Blanco,Folclórico,,ENero,3,11556,,2023,
San Luis,Chacabuco,Fiesta de San Pablo,Religiosa / de Culto,,ENero,3,11556,,2021,
San Luis,Junin,Fiesta de San Antonio Abad,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,Belgrano,Fiesta del Cristo de la Quebrada,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,General Pedernera,Fiesta de San Roque,Religiosa / de Culto,,ENero,3,11556,,2022,
San Luis,General Pedernera,Fiesta del Caballo Criollo,Productiva,,ENero,3,11556,,2022,
San Luis,General Pedernera,Fiesta Provincial de la Calle Angosta,Otra,,ENero,3,11556,,2023,
Santa Cruz,Río Chico,Festival del Cerro San Lorenzo,Otra,Mixto,Marzo,3,11556,,,3.0
Santa Cruz,Corpen Aike,Festival Magallanico ,Otra,Público,Octubre,3,4500,Gratuita,2022,10.0
Santa Cruz,Güer Aike,Fiesta de la Lenga,Otra,Público,Febrero,3,257,,2022,2.0
Santa Cruz,Deseado,Fiesta Provincial del Penacho Amarillo,Artística,Público,Diciembre,3,50000,Gratuita,2022,12.0
Santa Cruz,Lago Argentino,Festival de Cine de Montaña,Productiva,Mixto,Febrero,3,4,Gratuita,2020,2.0
Santa Cruz,Deseado,Fiesta Nacional De la Estepa Patagonica,Otra,Público,Marzo,3,11556,Gratuita,2022,3.0
Santa Cruz,Lago Buenos Aires,Festival de Invierno,Otra,Público,Junio,3,11556,,2019,6.0
Santa Cruz,Deseado,"FESTIVAL CAÑADON, CULTURA Y TRADICIÓN",Artística,Público,Noviembre,3,6000,Gratuita,2022,11.0
Santa Cruz,Güer Aike,Festival de Aves Playeras,Otra,Privado,Noviembre,3,257,Gratuita,2022,11.0
Santa Cruz,Güer Aike,Fiesta Provincial de la Nieve,Otra,Público,Agosto,3,257,,2022,8.0
Santa Cruz,Lago Argentino,Festival de Boulder,Otra,Privado,Febrero,3,1200,Mixta,2019,2.0
Santa Cruz,Corpen Aike,Festival Nacional De la Trucha Steelhead,Productiva,Público,Marzo,3,11556,,2021,3.0
Santa Cruz,Lago Buenos Aires,Dia del Lago Buenos Aires,Cívico / Histórica,Público,Octubre,2,11556,Gratuita,2021,10.0
Santa Cruz,Corpen Aike,Fiesta Nacional del Róbalo,Productiva,Público,Febrero,3,11556,,2023,2.0
Santa Cruz,Güer Aike,Fiesta Nacional de la Carne Ovina y Fiesta Pov. Del Cordero,Productiva,Privado,Diciembre,3,11556,,2022,12.0
Santa Cruz,Deseado,30° Festival Patagónico de Jineteadas MAKAMENKE,Tradicionales,Mixto,Febrero,3,11556,Paga,2021,2.0
Santa Cruz,Deseado,Festival Patagonico de Jineteada,Folclórico,Privado,Febrero,3,11556,,2022,2.0
Santa Cruz,Corpen Aike,Fes.Te.Sa,Artística,Público,Marzo,5,11556,Paga,2022,3.0
Santa Cruz,Lago Argentino,Fiesta Nacional Del Lago Argentino,Otra,Público,Febrero,3,1200,,2023,2.0
Santa Cruz,Río Chico,Fiestra Provincial del Salmon,Productiva,Público,Abril,3,11556,,,4.0
Santa Cruz,Corpen Aike,Aniversario del Pueblo,Cívico / Histórica,Público,Agosto,3,11556,,,8.0
Santa Cruz,Lago Argentino,Aniversario Tres Lagos,Cívico / Histórica,Público,Agosto,3,11556,,,8.0
Santa Cruz,Corpen Aike,Aniversario Puerto Santa Cruz,Cívico / Histórica,Público,Diciembre,3,11556,,,12.0
Santa Cruz,Güer Aike,Aniversario de Rio Gallegos,Cívico / Histórica,Público,Diciembre,3,11556,,,12.0
Santa Cruz,Güer Aike,Dia del Minero (Fiesta nacional del carbón),Cívico / Histórica,Público,Diciembre,3,11556,Gratuita,2021,12.0
Santa Cruz,Lago Argentino,Aniversario El Calafate,Cívico / Histórica,Público,Diciembre,3,11556,,,12.0
Santa Cruz,Deseado,Fiesta de la Nautica y el Turismo,Otra,Mixto,Enero,3,11556,,2023,1.0
Santa Cruz,Güer Aike,Fiesta Aniversario de Rio Turbio,Cívico / Histórica,Público,Enero,3,11556,,,1.0
Santa Cruz,Lago Buenos Aires,Festival Nacional ''Cueva de las Manos'',Artística,Público,Enero,3,11556,Gratuita,2022,1.0
Santa Cruz,Deseado,Carnaval Caletense,Expresiones del carnaval,Público,Febrero,2,11556,Gratuita,2022,2.0
Santa Cruz,Lago Buenos Aires,Dia del Pueblo Los Antiguos,Cívico / Histórica,Público,Febrero,2,11556,,,2.0
Santa Cruz,Lago Buenos Aires,Fiesta Nacional de la Cereza,Otra,,Febrero,3,11556,,,2.0
Santa Cruz,Río Chico,Festival Arco de Piedra,Otra,,Febrero,3,11556,,,2.0
Santa Cruz,Deseado,Aniversario de Las Heras,Cívico / Histórica,Público,Julio,3,11556,,,7.0
Santa Cruz,Deseado,Aniversario Jaramillo y Fitz Roy,Cívico / Histórica,Público,Junio,3,11556,,,6.0
Santa Cruz,Deseado,Aniversario Puerto Deseado,Cívico / Histórica,Público,Junio,3,11556,,,6.0
Santa Cruz,Lago Argentino,Fiesta del Hielo,Otra,Mixto,Junio,3,1200,,2019,6.0
Santa Cruz,Lago Argentino,Fiesta Nacional Del Trekking,Otra,Público,Marzo,3,1200,Gratuita,2022,3.0
Santa Cruz,Río Chico,Aniversario Gobernador Gregores,Cívico / Histórica,Público,Marzo,3,11556,,,3.0
Santa Cruz,Deseado,Festival Nacional del Trabajador Patagonico,Cívico / Histórica,Público,Mayo,3,11556,,,5.0
Santa Cruz,Deseado,Aniversario Caleta Olivia,Cívico / Histórica,Público,Noviembre,3,11556,,,11.0
Santa Cruz,Deseado,Fiesta Nacional Austral del Folklore,Folclórico,Público,Noviembre,3,11556,,2020,11.0
Santa Cruz,Deseado,"Festival de Danza y Folklore ""Fogon Criollo""",Folclórico,,Noviembre,3,11556,,,11.0
Santa Cruz,Güer Aike,Fiesta Nacional del Condor,Otra,,Noviembre,3,257,,,11.0
Santa Cruz,Corpen Aike,Fiesta Provincial del Salmon Chinook,Productiva,Público,Octubre,3,11556,,2022,10.0
Santa Cruz,Deseado,Festival del Bosque Petrificado,Otra,Público,Octubre,3,11556,,,10.0
Santa Cruz,Güer Aike,Festival Provincial Hugo Gimenez Agüero,Folclórico,Público,Octubre,3,11556,,,10.0
Santa Cruz,Lago Argentino,Aniversario de El Chalten,Cívico / Histórica,Público,Octubre,3,11556,,,10.0
Santa Cruz,Río Chico,Aniversario Hipolito Yrigoyen,Cívico / Histórica,Público,Octubre,3,11556,,,10.0
Santa Cruz,Río Chico,Aniversario Lago Posadas,Cívico / Histórica,Público,Octubre,3,11556,,,10.0
Santa Cruz,Deseado,Fiesta Aniversario de Fitz Roy,Cívico / Histórica,Público,Febrero,3,11556,,,
Santa Cruz,Deseado,Fiesta Celebración Aniversario de Pico Truncado,Cívico / Histórica,Público,Febrero,3,11556,,,
Santa Cruz,Güer Aike,Fiesta Aniversario de 28 de Noviembre,Cívico / Histórica,Público,Febrero,3,11556,,,
Santa Cruz,Güer Aike,Fiesta de la Lana,Productiva,,Febrero,3,11556,,2022,
Santa Cruz,Güer Aike,Fiesta de la Primavera,Otra,,Febrero,3,257,,,
Santa Cruz,Güer Aike,Gran Peña De La Revolución,,Público,Febrero,3,11556,,2020,
Santa Cruz,Güer Aike,Fiesta Nacional del Carbón,Productiva,,Febrero,3,11556,,2022,
Santa Cruz,Lago Argentino,Festival Itinerante de la RED de Reservas Naturales Urbanas de Patagonia,,Privado,Febrero,3,11556,,2021,
Santa Cruz,Corpen Aike,Festival Folklorico,Folclórico,,Septiembre,3,11556,,,9.0
Santa Cruz,Lago Buenos Aires,Día del Inmigrante,Cívico / Histórica,,Septiembre,2,11556,,,9.0
Santa Cruz,Magallanes,Aniversario Fundacion Puerto San Julian,Cívico / Histórica,Público,Septiembre,3,11556,,,9.0
Santa Fe,General Obligado,Festival Aniversario 125 años del Pueblo,Otra,Público,Agosto,3,11556,Gratuita,2022,8.0
Santa Fe,San Justo,Despedida de Fin De Año,Artística,Público,Diciembre,1,3000,Gratuita,2022,12.0
Santa Fe,San Cristobal,Fiesta de la Identidad Hersilia,Artística,Público,Julio,3,2000,Gratuita,2022,7.0
Santa Fe,General Obligado,Festival del Lapacho,Artística,Público,Noviembre,3,10000,Gratuita,2022,11.0
